a_hex	b_hex	cover	count	least_mask	labels
0040000c00000000	0000000000000000	3	73	040b2282	1,7,9,13,16,17,19,26
0040001000000000	0000000000000000	2	46	0408a4c1	0,6,7,10,13,15,19,26
0040001001000000	0000000000000000	3	6	0401a681	0,7,9,10,13,15,16,26
0040001800000000	0000000000000000	3	3	0409a281	0,7,9,13,15,16,19,26
0040001801000000	0000000000000000	4	2	0441a281	0,7,9,13,15,16,22,26
0040001c00000000	0000000000000000	4	10	04492282	1,7,9,13,16,19,22,26
0050000000000000	0000000000000000	2	32	0428a441	0,6,10,13,15,19,21,26
0050000800000000	0000000000000000	3	7	04292203	0,1,9,13,16,19,21,26
0050000801000000	0000000000000000	4	4	0423a201	0,9,13,15,16,17,21,26
0050000c00000000	0000000000000000	4	15	042b2202	1,9,13,16,17,19,21,26
0060000000000000	0000000000000000	2	43	040a84c1	0,6,7,10,15,17,19,26
0060000001000000	0000000000000000	3	12	04038681	0,7,9,10,15,16,17,26
0060000800000000	0000000000000000	3	6	040b8281	0,7,9,15,16,17,19,26
0060000801000000	0000000000000000	4	6	04438281	0,7,9,15,16,17,22,26
0060000c00000000	0000000000000000	4	4	04690282	1,7,9,16,19,21,22,26
0060001000000000	0000000000000000	3	25	040886c1	0,6,7,9,10,15,19,26
0060001001000000	0000000000000000	4	9	040186c1	0,6,7,9,10,15,16,26
0060001800000000	0000000000000000	4	1	04498281	0,7,9,15,16,19,22,26
0060001801000000	0000000000000000	5	1	04418a81	0,7,9,11,15,16,22,26
0070000000000000	0000000000000000	3	27	042a8441	0,6,10,15,17,19,21,26
0070000001000000	0000000000000000	4	12	04238601	0,9,10,15,16,17,21,26
0070000800000000	0000000000000000	4	5	04690203	0,1,9,16,19,21,22,26
0070000801000000	0000000000000000	5	6	04618203	0,1,9,15,16,21,22,26
0070000c00000000	0000000000000000	5	6	04698202	1,9,15,16,19,21,22,26
0080000000000000	0000000000000000	1	592	040186c8	3,6,7,9,10,15,16,26
0080000000800000	0000000000000000	2	90	0424a086	1,2,7,13,15,18,21,26
0080000002800000	0000000000000000	3	112	0405a288	3,7,9,13,15,16,18,26
0080000010000000	0000000000000000	2	4	00a62488	3,7,10,13,17,18,21,23
0080000010000200	0000000000000000	3	13	00a2248a	1,3,7,10,13,17,21,23
0080000050000000	0000000000000000	3	4	00a4248a	1,3,7,10,13,18,21,23
0080000050000200	0000000000000000	4	1	00a0a4c8	3,6,7,10,13,15,21,23
0080000110000000	0000000000000000	3	7	00862688	3,7,9,10,13,17,18,23
0080000110010200	0000000000000000	5	7	0082a4c8	3,6,7,10,13,15,17,23
0080000400800000	0000000000000000	3	18	04232288	3,7,9,13,16,17,21,26
0080000402800000	0000000000000000	4	20	0403a288	3,7,9,13,15,16,17,26
0080000592815240	0000000000000000	12	1	08c2a088	3,7,13,15,17,22,23,27
0080004192804000	0000000000000000	8	1	08c62088	3,7,13,17,18,22,23,27
0080004592815240	0000000000000000	13	2	08c22288	3,7,9,13,17,22,23,27
0090000000000000	0000000000000000	2	31	0424a640	6,9,10,13,15,18,21,26
0090000000800000	0000000000000000	3	33	0425a202	1,9,13,15,16,18,21,26
00a0000000000000	0000000000000000	2	81	040586c0	6,7,9,10,15,16,18,26
00a0000000800000	0000000000000000	3	2	04658280	7,9,15,16,18,21,22,26
00a0000002800000	0000000000000000	4	7	04458a80	7,9,11,15,16,18,22,26
00b0000000000000	0000000000000000	3	32	04258640	6,9,10,15,16,18,21,26
00b0000000800000	0000000000000000	4	10	04658202	1,9,15,16,18,21,22,26
00c0000001000000	0000000000000000	3	49	0403a680	7,9,10,13,15,16,17,26
00c0000c01800000	0000000000000000	6	17	04232282	1,7,9,13,16,17,21,26
00c0000c03800000	0000000000000000	7	29	04432a80	7,9,11,13,16,17,22,26
00c0001001000000	0000000000000000	4	25	0401a6c0	6,7,9,10,13,15,16,26
00c0001c03800000	0000000000000000	8	2	04c1a280	7,9,13,15,16,22,23,26
00d0000001000000	0000000000000000	4	13	0421a640	6,9,10,13,15,16,21,26
00d0000c01800000	0000000000000000	7	7	0463a200	9,13,15,16,17,21,22,26
00e0000001000000	0000000000000000	4	27	048286c0	6,7,9,10,15,17,23,26
00e0000c03800000	0000000000000000	8	1	0c430a80	7,9,11,16,17,22,26,27
00e0001001000000	0000000000000000	5	17	044186c0	6,7,9,10,15,16,22,26
00f0000001000000	0000000000000000	5	16	04618640	6,9,10,15,16,21,22,26
00f0000c01800000	0000000000000000	8	2	04e18202	1,9,15,16,21,22,23,26
0100000000000000	0000000000000000	1	671	0401360c	2,3,9,10,12,13,16,26
0100000002000000	0000000000000000	2	92	0403b208	3,9,12,13,15,16,17,26
0100000400000000	0000000000000000	2	15	040ba208	3,9,13,15,16,17,19,26
0100020000000000	0000000000000000	2	8	004e3408	3,10,12,13,17,18,19,22
0180000000000000	0000000000000000	2	232	0401a648	3,6,9,10,13,15,16,26
0180000002800000	0000000000000000	4	38	0407a208	3,9,13,15,16,17,18,26
0180000402800000	0000000000000000	5	8	0443a208	3,9,13,15,16,17,22,26
0200000000000000	0000000000000000	1	201	04033601	0,9,10,12,13,16,17,26
0200001000000000	0000000000000000	2	52	04019641	0,6,9,10,12,15,16,26
0210000000000000	0000000000000000	2	113	0404a641	0,6,9,10,13,15,18,26
0230000000000000	0000000000000000	3	104	04058321	0,5,8,9,15,16,18,26
0250000000000000	0000000000000000	3	4	040aa441	0,6,10,13,15,17,19,26
0250000001000000	0000000000000000	4	3	0403a601	0,9,10,13,15,16,17,26
0250000800000000	0000000000000000	4	6	040ba201	0,9,13,15,16,17,19,26
0250000801000000	0000000000000000	5	6	0443a201	0,9,13,15,16,17,22,26
0250001000000000	0000000000000000	4	8	0408a641	0,6,9,10,13,15,19,26
0250001001000000	0000000000000000	5	6	0401a641	0,6,9,10,13,15,16,26
0250001800000000	0000000000000000	5	5	04492203	0,1,9,13,16,19,22,26
0250001801000000	0000000000000000	6	3	0441aa01	0,9,11,13,15,16,22,26
0270000000000000	0000000000000000	4	4	040b8601	0,9,10,15,16,17,19,26
0270000001000000	0000000000000000	5	14	04038641	0,6,9,10,15,16,17,26
0270000800000000	0000000000000000	5	3	044b8201	0,9,15,16,17,19,22,26
0270000801000000	0000000000000000	6	5	04438a01	0,9,11,15,16,17,22,26
0270001000000000	0000000000000000	5	11	04098641	0,6,9,10,15,16,19,26
0270001001000000	0000000000000000	6	15	04418641	0,6,9,10,15,16,22,26
0270001800000000	0000000000000000	6	4	04498203	0,1,9,15,16,19,22,26
0270001801000000	0000000000000000	7	4	04418321	0,5,8,9,15,16,22,26
0300000000000000	0000000000000000	2	253	0404b640	6,9,10,12,13,15,18,26
0300000002000000	0000000000000000	3	91	0405b202	1,9,12,13,15,16,18,26
0300001000000000	0000000000000000	3	86	0401b640	6,9,10,12,13,15,16,26
0300001002000000	0000000000000000	4	9	0441ba00	9,11,12,13,15,16,22,26
0310000000000000	0000000000000000	3	136	040ca442	1,6,10,13,15,18,19,26
0330000000000000	0000000000000000	4	55	040d8640	6,9,10,15,16,18,19,26
0350000000000000	0000000000000000	4	11	040aa640	6,9,10,13,15,17,19,26
0350000c00000000	0000000000000000	6	3	044ba200	9,13,15,16,17,19,22,26
0350001000000000	0000000000000000	5	26	0409a640	6,9,10,13,15,16,19,26
0350001c00000000	0000000000000000	7	5	04492212	1,4,9,13,16,19,22,26
0370000000000000	0000000000000000	5	5	044b8600	9,10,15,16,17,19,22,26
0370001000000000	0000000000000000	6	17	04498640	6,9,10,15,16,19,22,26
0390000000000000	0000000000000000	4	51	0405a640	6,9,10,13,15,16,18,26
0390000002800000	0000000000000000	6	37	0445a202	1,9,13,15,16,18,22,26
03b0000000000000	0000000000000000	5	45	04458640	6,9,10,15,16,18,22,26
03b0000002800000	0000000000000000	7	8	04c58202	1,9,15,16,18,22,23,26
03d0000001000000	0000000000000000	6	5	0443a600	9,10,13,15,16,17,22,26
03d0000c03800000	0000000000000000	10	4	04c3a200	9,13,15,16,17,22,23,26
03d0001001000000	0000000000000000	7	16	0441a640	6,9,10,13,15,16,22,26
03d0001c03800000	0000000000000000	11	3	04c1a202	1,9,13,15,16,22,23,26
03f0000001000000	0000000000000000	7	11	04438640	6,9,10,15,16,17,22,26
03f0001001000000	0000000000000000	8	15	04418e40	6,9,10,11,15,16,22,26
03f0001c03800000	0000000000000000	12	1	04c18320	5,8,9,15,16,22,23,26
0400000000000000	0000000000000000	1	28	008e2481	0,7,10,13,17,18,19,23
0400000020000000	0000000000000000	2	4	00862681	0,7,9,10,13,17,18,23
0400000020008000	0000000000000000	3	1	00c6a081	0,7,13,15,17,18,22,23
0400000020008800	0000000000000000	4	1	08c62081	0,7,13,17,18,22,23,27
0400004000000000	0000000000000000	2	4	00ce2082	1,7,13,17,18,19,22,23
0410000000000000	0000000000000000	2	2	00aca440	6,10,13,15,18,19,21,23
0420000000000000	0000000000000000	2	7	008e8481	0,7,10,15,17,18,19,23
0420000028000000	0000000000000000	4	2	008684c1	0,6,7,10,15,17,18,23
0420000068000000	0000000000000000	5	1	00a484c1	0,6,7,10,15,18,21,23
0440008000000000	0000000000000000	3	8	008aa481	0,7,10,13,15,17,19,23
0440008021000400	0000000000000000	6	3	0082a4c1	0,6,7,10,13,15,17,23
0440008821008480	0000000000000000	9	1	08c2a081	0,7,13,15,17,22,23,27
0440008c00000000	0000000000000000	5	1	08caa080	7,13,15,17,19,22,23,27
0440018000000000	0000000000000000	4	18	008a2483	0,1,7,10,13,17,19,23
0440018021000400	0000000000000000	7	3	00c22681	0,7,9,10,13,17,22,23
0440018800000000	0000000000000000	5	1	08ca2081	0,7,13,17,19,22,23,27
0440018821008c81	0000000000000000	12	2	08c22281	0,7,9,13,17,22,23,27
044001cc00000000	0000000000000000	7	4	08ca2082	1,7,13,17,19,22,23,27
0460008000000000	0000000000000000	4	2	088a84c0	6,7,10,15,17,19,23,27
0460008029000500	0000000000000000	9	3	008286c1	0,6,7,9,10,15,17,23
0460018000000000	0000000000000000	5	3	088a0681	0,7,9,10,17,19,23,27
0470008000000000	0000000000000000	5	1	08aa8440	6,10,15,17,19,21,23,27
0480000030000000	0000000000000000	4	4	00a62482	1,7,10,13,17,18,21,23
0480000070000000	0000000000000000	5	5	00a42682	1,7,9,10,13,18,21,23
0480000130000000	0000000000000000	5	11	0086a4c0	6,7,10,13,15,17,18,23
04800001b280c000	0000000000000000	10	2	00c6a880	7,11,13,15,17,18,22,23
0480004030800000	0000000000000000	6	2	00e62082	1,7,13,17,18,21,22,23
04800041b280c800	0000000000000000	12	4	08c62082	1,7,13,17,18,22,23,27
04a0000078000000	0000000000000000	7	2	00e484c0	6,7,10,15,18,21,22,23
04a0000138000000	0000000000000000	7	1	088684c0	6,7,10,15,17,18,23,27
04c0008031000600	0000000000000000	9	1	00a2a4c0	6,7,10,13,15,17,21,23
04c0008071000600	0000000000000000	10	2	00a0a6c0	6,7,9,10,13,15,21,23
04c0008131010600	0000000000000000	11	5	0082a6c0	6,7,9,10,13,15,17,23
04c0008db381d6c0	0000000000000000	21	2	08c2a280	7,9,13,15,17,22,23,27
04c0018031000600	0000000000000000	10	3	08a22482	1,7,10,13,17,21,23,27
04c0018131010600	0000000000000000	12	6	08c22482	1,7,10,13,17,22,23,27
04c001cdb381dec1	0000000000000000	25	3	08c22282	1,7,9,13,17,22,23,27
04e0008039000700	0000000000000000	12	1	08a284c0	6,7,10,15,17,21,23,27
04e0008139010700	0000000000000000	14	2	088286c0	6,7,9,10,15,17,23,27
0670008029000500	0000000000000000	11	1	08828641	0,6,9,10,15,17,23,27
0710020000000000	0000000000000000	5	1	00cea400	10,13,15,17,18,19,22,23
0800000000000000	0000000000000000	1	69	000c248b	0,1,3,7,10,13,18,19
0800000040000000	0000000000000000	2	9	00842689	0,3,7,9,10,13,18,23
0800000100000000	0000000000000000	2	7	0044b4c0	6,7,10,12,13,15,18,22
080000018200c000	0000000000000000	6	1	0844b880	7,11,12,13,15,18,22,27
0800040000000000	0000000000000000	2	23	00083689	0,3,7,9,10,12,13,19
0800040000000000	0000000000080000	3	1	08888449	0,3,6,10,15,19,23,27
0800040000000000	0000000000480000	4	1	0088a449	0,3,6,10,13,15,19,23
0800040000000000	0000001800480000	6	1	0008a649	0,3,6,9,10,13,15,19
0800040040000000	0000000000000000	3	3	008086c9	0,3,6,7,9,10,15,23
0800040040000000	0000000000010000	4	1	0080a689	0,3,7,9,10,13,15,23
0800040040000000	00000000204a8000	8	1	0080a649	0,3,6,9,10,13,15,23
0800041000000000	0000000000000000	3	4	0088b4c0	6,7,10,12,13,15,19,23
0800041100010000	0000000000000000	5	2	0080b6c0	6,7,9,10,12,13,15,23
0800140000000000	0000000000000000	3	1	00482689	0,3,7,9,10,13,19,22
0880000150000000	0000000000000000	5	6	0084a4c8	3,6,7,10,13,15,18,23
0880040150010200	0000000000000000	8	1	00c0a4c8	3,6,7,10,13,15,22,23
0900020000000000	0000000000000000	3	3	00cca408	3,10,13,15,18,19,22,23
0c00000000000000	0000000000000000	2	31	008c2483	0,1,7,10,13,18,19,23
0c00000060000000	0000000000000000	4	3	0084a4c1	0,6,7,10,13,15,18,23
0c20000000000000	0000000000000000	3	5	008c84c1	0,6,7,10,15,18,19,23
0c20000068000000	0000000000000000	6	2	008486c1	0,6,7,9,10,15,18,23
0c40049000000000	0000000000000000	6	8	0088a4c1	0,6,7,10,13,15,19,23
0c40049061000400	0000000000000000	10	2	0080a6c1	0,6,7,9,10,13,15,23
0c40059000000000	0000000000000000	7	2	00c82682	1,7,9,10,13,19,22,23
0c60049000000000	0000000000000000	7	2	008886c1	0,6,7,9,10,15,19,23
0c60049069000500	0000000000000000	13	1	00c086c1	0,6,7,9,10,15,22,23
0c80000170000000	0000000000000000	7	14	0084a4c2	1,6,7,10,13,15,18,23
0c800001f280c000	0000000000000000	12	1	08c4a880	7,11,13,15,18,22,23,27
0ca0000178000000	0000000000000000	9	2	00c48cc0	6,7,10,11,15,18,22,23
0cc0049171010600	0000000000000000	15	3	00c0a6c0	6,7,9,10,13,15,22,23
0e10000000000000	0000000000000000	4	1	00cca401	0,10,13,15,18,19,22,23
0e10000060000000	0000000000000000	6	1	00c4a441	0,6,10,13,15,18,22,23
0f10020000000000	0000000000000000	6	4	00cca440	6,10,13,15,18,19,22,23
0f90020170000000	0000000000000000	11	2	00c4a640	6,9,10,13,15,18,22,23
1000000000000000	0000000000000000	1	1288	0002608f	0,1,2,3,7,13,14,17
1000000000000800	0000000000000000	2	10	00562083	0,1,7,13,17,18,20,22
1000000000020000	0000000000000000	2	32	0012e281	0,7,9,13,14,15,17,20
1000000000020080	0000000000000000	3	11	0052a281	0,7,9,13,15,17,20,22
10000000000200c0	0000000000000000	4	1	0872a080	7,13,15,17,20,21,22,27
1000000008000000	0000000000000000	2	17	00568281	0,7,9,15,17,18,20,22
1000000008000800	0000000000000000	3	2	08560281	0,7,9,17,18,20,22,27
1000000008020180	0000000000000000	5	2	08528281	0,7,9,15,17,20,22,27
1000000080000000	0000000000000000	2	16	0016a288	3,7,9,13,15,17,18,20
1000000080001040	0000000000000000	4	3	0052a888	3,7,11,13,15,17,20,22
10000000800210c0	0000000000000000	6	2	0852a280	7,9,13,15,17,20,22,27
1000000088000000	0000000000000000	3	1	08568880	7,11,15,17,18,20,22,27
1000004000000000	0000000000000000	2	5	00762082	1,7,13,17,18,20,21,22
1000004000000040	0000000000000000	3	1	08722088	3,7,13,17,20,21,22,27
1000004080000000	0000000000000000	3	6	00562288	3,7,9,13,17,18,20,22
1000004080000800	0000000000000000	4	7	08162a80	7,9,11,13,17,18,20,27
1000004080001040	0000000000000000	5	2	08522288	3,7,9,13,17,20,22,27
1000080000060000	0000000000000000	4	28	00526083	0,1,7,13,14,17,20,22
1000080000060080	0000000000000000	5	2	00722083	0,1,7,13,17,20,21,22
1000080000060881	0000000000000000	7	7	00522a81	0,7,9,11,13,17,20,22
10000840000600c0	0000000000000000	7	3	08722082	1,7,13,17,20,21,22,27
10000840800618c1	0000000000000000	11	3	08522a80	7,9,11,13,17,20,22,27
2000000000000000	0000000000000000	1	474	001086c9	0,3,6,7,9,10,15,20
2000000000000000	0000001000000000	2	50	0010a649	0,3,6,9,10,13,15,20
2000000008000000	0000000000000000	2	21	001486c1	0,6,7,9,10,15,18,20
2000000008000100	0000000000000000	3	4	005086c1	0,6,7,9,10,15,20,22
2000000008000100	0000001000000000	4	1	08508c41	0,6,10,11,15,20,22,27
2000000200000000	0000000000000000	2	11	0000e4c9	0,3,6,7,10,13,14,15
2000000200000000	0000000010000000	3	1	00646409	0,3,10,13,14,18,21,22
2000000200000000	0000000820008000	5	1	0020e449	0,3,6,10,13,14,15,21
2000000240000000	0000000000000000	3	6	0020a4c9	0,3,6,7,10,13,15,21
2000100000000000	0000000000000000	2	42	00106689	0,3,7,9,10,13,14,20
2000100000000000	0000001000000000	3	8	0050640b	0,1,3,10,13,14,20,22
2000180000040000	0000000000000000	4	5	005064c1	0,6,7,10,13,14,20,22
2800000240000000	0000000000000000	4	5	0004a4c9	0,3,6,7,10,13,15,18
3000000000000000	0000000000000000	2	411	0010e289	0,3,7,9,13,14,15,20
3000000000000000	0000001000000000	3	21	0050aa09	0,3,9,11,13,15,20,22
3000000000000800	0000000000000000	3	1	08542881	0,7,11,13,18,20,22,27
3000000000020000	0000000000000000	3	12	0050e083	0,1,7,13,14,15,20,22
3000000000020000	0000001000000000	4	4	0050ea01	0,9,11,13,14,15,20,22
3000000000020080	0000000000000000	4	3	0050aa81	0,7,9,11,13,15,20,22
3000000008000000	0000000000000000	3	22	00548125	0,2,5,8,15,18,20,22
3000000080000000	0000000000000000	3	6	0054a888	3,7,11,13,15,18,20,22
3000000200000000	0000000000000000	3	3	0004e289	0,3,7,9,13,14,15,18
3000004000000000	0000000000000000	3	1	08742880	7,11,13,18,20,21,22,27
3000100000000000	0000000000000000	3	7	00506289	0,3,7,9,13,14,20,22
3000100000000000	0000001000000000	4	2	08506209	0,3,9,13,14,20,22,27
3000180000060000	0000000000000000	6	1	00706083	0,1,7,13,14,20,21,22
4000000000000000	0000000000000000	1	168	00066688	3,7,9,10,13,14,17,18
4000000000100000	0000000000000000	2	14	0002e4c8	3,6,7,10,13,14,15,17
4000000400000000	0000000000000000	2	2	082aa088	3,7,13,15,17,19,21,27
4000004000000000	0000000000000000	2	10	004e208a	1,3,7,13,17,18,19,22
4000004400000000	0000000000000000	3	9	082a208a	1,3,7,13,17,19,21,27
4000100000000000	0000000000000000	2	3	00286688	3,7,9,10,13,14,19,21
4000100000000000	0000000e00000000	5	1	08686408	3,10,13,14,19,21,22,27
4080000010000000	0000000000000000	3	10	0026248a	1,3,7,10,13,17,18,21
4080000010100200	0000000000000000	5	6	0022a4c8	3,6,7,10,13,15,17,21
4080000110000000	0000000000000000	4	7	0006a4c8	3,6,7,10,13,15,17,18
4080000110110200	0000000000000000	7	3	08422688	3,7,9,10,13,17,22,27
4100020000000000	0000000000000000	3	4	004ea408	3,10,13,15,17,18,19,22
4800000000000000	0000000000000000	2	6	000ca4c8	3,6,7,10,13,15,18,19
5000000000000000	0000000000000000	2	15	0046608c	2,3,7,13,14,17,18,22
5000000000100000	0000000000000000	3	8	0842608a	1,3,7,13,14,17,22,27
5080000192804000	0000000000000000	9	4	0046a888	3,7,11,13,15,17,18,22
5080000592915240	0000000000000000	15	2	0842a288	3,7,9,13,15,17,22,27
5080004010800000	0000000000000000	6	1	08662088	3,7,13,17,18,21,22,27
5080004192804000	0000000000000000	10	6	0846208a	1,3,7,13,17,18,22,27
5080004410900240	0000000000000000	10	2	08622288	3,7,9,13,17,21,22,27
5080004592915240	0000000000000000	16	3	08422a88	3,7,9,11,13,17,22,27
6000000200000000	0000000000000000	3	5	0004e4c8	3,6,7,10,13,14,15,18
6000000200100000	0000000000000000	4	2	0020e4c8	3,6,7,10,13,14,15,21
6080000250000000	0000000000000000	6	1	0024a4c8	3,6,7,10,13,15,18,21
6880000350000000	0000000000000000	8	1	0044a4c8	3,6,7,10,13,15,18,22
8002400000000000	0000000000000000	3	2	00466481	0,7,10,13,14,17,18,22
8002600000000000	0000000000000000	4	2	004ce401	0,10,13,14,15,18,19,22
8002800000000000	0000000000000000	3	1	004c6281	0,7,9,13,14,18,19,22
8002a00000000000	0000000000000000	4	2	004ce201	0,9,13,14,15,18,19,22
8002c00000000000	0000000000000000	4	4	004c6083	0,1,7,13,14,18,19,22
8002e00000000000	0000000000000000	5	5	004e6003	0,1,13,14,17,18,19,22
8006490000000000	0000000000000000	6	1	004a6481	0,7,10,13,14,17,19,22
8006490000240000	0000000000000000	8	1	08426481	0,7,10,13,14,17,22,27
8006890000000000	0000000000000000	6	1	004a6281	0,7,9,13,14,17,19,22
8006a90000000000	0000000000000000	7	1	084a6201	0,9,13,14,17,19,22,27
8006c00000000000	0000000000000000	5	1	004ae081	0,7,13,14,15,17,19,22
8006c90000000000	0000000000000000	7	4	004a6083	0,1,7,13,14,17,19,22
8006d90000000000	0000000000000000	8	1	00686083	0,1,7,13,14,19,21,22
8006e00000000000	0000000000000000	6	1	084ae001	0,13,14,15,17,19,22,27
800a000000000000	0000000000000000	3	1	000c6681	0,7,9,10,13,14,18,19
800a400000000000	0000000000000000	4	6	0006e481	0,7,10,13,14,15,17,18
800a600000000000	0000000000000000	5	1	000ce441	0,6,10,13,14,15,18,19
800a800000000000	0000000000000000	4	3	000c6283	0,1,7,9,13,14,18,19
800aa00000000000	0000000000000000	5	1	000ee201	0,9,13,14,15,17,18,19
800ac00000000000	0000000000000000	5	10	000c6087	0,1,2,7,13,14,18,19
800ae00000000000	0000000000000000	6	3	000e6007	0,1,2,13,14,17,18,19
800b400000000000	0000000000000000	5	3	000cc4c1	0,6,7,10,14,15,18,19
800b400000080000	0000000000000000	6	2	0006c4c1	0,6,7,10,14,15,17,18
800b800000000000	0000000000000000	5	1	080e4281	0,7,9,14,17,18,19,27
800bc00000000000	0000000000000000	6	3	080e4083	0,1,7,14,17,18,19,27
800e090000000000	0000000000000000	6	1	000a6681	0,7,9,10,13,14,17,19
800e090000240000	0000000000000000	8	1	08026681	0,7,9,10,13,14,17,27
800e400000000000	0000000000000000	5	2	0008e4c1	0,6,7,10,13,14,15,19
800e400000200000	0000000000000000	6	2	0002e4c1	0,6,7,10,13,14,15,17
800e490000000000	0000000000000000	7	3	000a6483	0,1,7,10,13,14,17,19
800e490000240000	0000000000000000	9	1	08226481	0,7,10,13,14,17,21,27
800e800000000000	0000000000000000	5	1	000ae281	0,7,9,13,14,15,17,19
800e890000000000	0000000000000000	7	3	000a6283	0,1,7,9,13,14,17,19
800ec00000000000	0000000000000000	6	3	000ae083	0,1,7,13,14,15,17,19
800ec90000000000	0000000000000000	8	6	000a6087	0,1,2,7,13,14,17,19
800f090000000000	0000000000000000	7	1	080a4681	0,7,9,10,14,17,19,27
800f400000280000	0000000000000000	8	1	0802c4c1	0,6,7,10,14,15,17,27
800f490000000000	0000000000000000	8	1	082a4481	0,7,10,14,17,19,21,27
800f600000000000	0000000000000000	7	1	080ac441	0,6,10,14,15,17,19,27
800f600000280000	0000000000000000	9	1	0822c441	0,6,10,14,15,17,21,27
800f800000000000	0000000000000000	6	1	080ac281	0,7,9,14,15,17,19,27
8402400000000000	0000000000000000	4	1	004e2481	0,7,10,13,17,18,19,22
8402400020000000	0000000000000000	5	2	0046a481	0,7,10,13,15,17,18,22
8402800000000000	0000000000000000	4	1	004e2281	0,7,9,13,17,18,19,22
8402c00000000000	0000000000000000	5	7	004e2083	0,1,7,13,17,18,19,22
840a000000000000	0000000000000000	4	1	000e2681	0,7,9,10,13,17,18,19
840a000020000000	0000000000000000	5	1	08062681	0,7,9,10,13,17,18,27
840a400000000000	0000000000000000	5	6	000e2483	0,1,7,10,13,17,18,19
840a400020000000	0000000000000000	6	2	0006a4c1	0,6,7,10,13,15,17,18
840a800000000000	0000000000000000	5	2	000ea281	0,7,9,13,15,17,18,19
840ac00000000000	0000000000000000	6	7	000ea083	0,1,7,13,15,17,18,19
8412e00000000000	0000000000000000	7	1	006ea001	0,13,15,17,18,19,21,22
842b400000000000	0000000000000000	7	3	000e84c1	0,6,7,10,15,17,18,19
842b800004002010	0000000000000000	10	1	080e8281	0,7,9,15,17,18,19,27
8444c98800000000	0000000000000000	10	1	084b2081	0,7,13,16,17,19,22,27
8446098000000000	0000000000000000	8	1	004a2681	0,7,9,10,13,17,19,22
8446098021640400	0000000000000000	14	1	08422681	0,7,9,10,13,17,22,27
8446408000000000	0000000000000000	7	1	004aa481	0,7,10,13,15,17,19,22
8446408021600400	0000000000000000	12	1	0842a481	0,7,10,13,15,17,22,27
8446498000000000	0000000000000000	9	2	006a2481	0,7,10,13,17,19,21,22
8446498021640400	0000000000000000	15	2	08422c81	0,7,10,11,13,17,22,27
8446808800000000	0000000000000000	8	1	004aa281	0,7,9,13,15,17,19,22
8446898800000000	0000000000000000	10	1	084a2281	0,7,9,13,17,19,22,27
8446c08800000000	0000000000000000	9	2	006aa081	0,7,13,15,17,19,21,22
8446c98800000000	0000000000000000	11	4	006a2083	0,1,7,13,17,19,21,22
844e008000000000	0000000000000000	7	1	000aa681	0,7,9,10,13,15,17,19
844e098000000000	0000000000000000	9	1	080a2681	0,7,9,10,13,17,19,27
844e408000000000	0000000000000000	8	2	000aa4c1	0,6,7,10,13,15,17,19
844e498000000000	0000000000000000	10	1	082a2481	0,7,10,13,17,19,21,27
844e808800000008	0000000000000000	10	1	080aa281	0,7,9,13,15,17,19,27
844e898800000000	0000000000000000	11	1	082a2281	0,7,9,13,17,19,21,27
844e898800000008	0000000000000000	12	1	080a2a81	0,7,9,11,13,17,19,27
847f608000000000	0000000000000000	12	1	082a8441	0,6,10,15,17,19,21,27
8612a00000000000	0000000000000000	7	1	004ea201	0,9,13,15,17,18,19,22
8c02400000000000	0000000000000000	5	1	004ca481	0,7,10,13,15,18,19,22
8c02800000000000	0000000000000000	5	1	004ca281	0,7,9,13,15,18,19,22
8c0a000000000000	0000000000000000	5	1	000ca681	0,7,9,10,13,15,18,19
8c0a400000000000	0000000000000000	6	1	000ca4c1	0,6,7,10,13,15,18,19
8c23400000000000	0000000000000000	7	1	004c84c1	0,6,7,10,15,18,19,22
8c2b000000000000	0000000000000000	7	1	000c86c1	0,6,7,9,10,15,18,19
8c46449000000000	0000000000000000	10	1	0048a4c1	0,6,7,10,13,15,19,22
8c4e049000000000	0000000000000000	10	1	0008a6c1	0,6,7,9,10,13,15,19
9002800000000000	0000000000000000	4	1	00466281	0,7,9,13,14,17,18,22
9002a00000000000	0000000000000000	5	2	0046e201	0,9,13,14,15,17,18,22
9002c00000000000	0000000000000000	5	6	00466083	0,1,7,13,14,17,18,22
9002e00000000000	0000000000000000	6	2	08466801	0,11,13,14,17,18,22,27
9003c00000080000	0000000000000000	7	1	0846c081	0,7,14,15,17,18,22,27
9004c90000260000	0000000000000000	10	1	08436081	0,7,13,14,16,17,22,27
9006800000220000	0000000000000000	7	1	0042e281	0,7,9,13,14,15,17,22
9006890000260000	0000000000000000	10	1	08426281	0,7,9,13,14,17,22,27
9006a00000220000	0000000000000000	8	1	0842e201	0,9,13,14,15,17,22,27
9006c00000220000	0000000000000000	8	1	0842e081	0,7,13,14,15,17,22,27
9006c90000260000	0000000000000000	11	7	08426083	0,1,7,13,14,17,22,27
9008c00000000000	0000000000000000	5	1	08076081	0,7,13,14,16,17,18,27
900a800000000000	0000000000000000	5	2	0006e281	0,7,9,13,14,15,17,18
900aa00000000000	0000000000000000	6	1	0806e201	0,9,13,14,15,17,18,27
900ac00000000000	0000000000000000	6	10	00066087	0,1,2,7,13,14,17,18
900b800000080000	0000000000000000	7	1	0806c281	0,7,9,14,15,17,18,27
